time,voltage
1.9796862602233887,0.0
2.0472450256347656,1.5298142717497556
2.1298370361328125,2.2482893450635384
2.2124667167663574,2.2825024437927666
2.2954657077789307,2.3313782991202348
2.3795785903930664,2.3704789833822093
2.463758707046509,2.3949169110459434
2.5478525161743164,2.4144672531769307
2.616147756576538,2.429130009775171
2.684361219406128,2.4535679374389052
2.7524397373199463,2.4731182795698925
2.8207099437713623,2.458455522971652
2.8891913890838623,2.4437927663734116
2.9574501514434814,2.463343108504399
3.0256872177124023,2.482893450635386
3.0940825939178467,2.4975562072336266
3.1621663570404053,2.5073313782991202
3.230811834335327,2.517106549364614
3.299344062805176,2.5268817204301075
3.3678505420684814,2.517106549364614
3.435840606689453,2.5073313782991202
3.5043511390686035,2.5464320625610948
3.5728437900543213,2.512218963831867
3.6409988403320312,2.5073313782991202
3.7095541954040527,2.5024437927663734
3.778183937072754,2.5024437927663734
3.8452675342559814,0.09775171065493646
3.912290573120117,0.05865102639296188
3.9795725345611572,0.04887585532746823
4.045961141586304,0.04398826979472141
4.114084959030151,1.6471163245356795
4.182539463043213,2.375366568914956
4.25081467628479,2.39980449657869
4.318927526473999,2.4144672531769307
4.387266635894775,2.4437927663734116
4.45579719543457,2.4535679374389052
4.524295091629028,2.4780058651026393
4.592348098754883,2.4926686217008798
4.660609006881714,2.4682306940371457
4.728807687759399,2.4486803519061584
4.797022342681885,2.4389051808406648
4.865066766738892,2.487781036168133
4.9334588050842285,2.434017595307918
5.001863479614258,2.4486803519061584
5.069929838180542,2.4682306940371457
5.138435125350952,2.4682306940371457
5.206980228424072,2.4682306940371457
5.275177478790283,2.4731182795698925
5.343719959259033,2.482893450635386
5.412260293960571,2.5219941348973607
5.4808080196380615,2.5219941348973607
5.548855543136597,2.517106549364614
5.616954565048218,2.5219941348973607
5.685462236404419,2.5464320625610948
5.75364089012146,1.7888563049853372
5.821151256561279,0.08797653958944282
5.888663291931152,0.0635386119257087
5.9571967124938965,1.5884652981427174
6.0255515575408936,1.5933528836754642
6.0940611362457275,1.686217008797654
6.162550449371338,1.7986314760508308
6.230658292770386,2.043010752688172
6.298743009567261,2.5024437927663734
6.366833209991455,2.4437927663734116
6.4353554248809814,2.4437927663734116
6.5035624504089355,2.4682306940371457
6.587416648864746,2.4731182795698925
6.671073913574219,2.4926686217008798
6.75374174118042,1.7741935483870968
6.836834907531738,0.04887585532746823
6.91999077796936,1.66177908113392
7.0027735233306885,2.3704789833822093
7.070261716842651,2.434017595307918
7.137789487838745,2.4389051808406648
7.205341100692749,2.4389051808406648
7.272814035415649,2.4486803519061584
7.34036111831665,2.4731182795698925
7.406830787658691,0.08308895405669599
7.471877336502075,0.039100684261974585
7.540050029754639,1.906158357771261
7.607398271560669,2.4193548387096775
7.674943447113037,2.4780058651026393
7.7422826290130615,2.4437927663734116
7.809541463851929,2.4389051808406648
7.876945734024048,2.4437927663734116
7.944131135940552,2.4731182795698925
8.01174807548523,2.4926686217008798
8.07928991317749,2.4926686217008798
8.146430969238281,2.5024437927663734
8.214194536209106,2.5024437927663734
8.28478193283081,2.4975562072336266
8.352227687835693,2.5073313782991202
8.419350862503052,2.5073313782991202
8.486915111541748,2.512218963831867
8.55440902709961,2.5268817204301075
8.621824979782104,2.5073313782991202
8.689297914505005,2.512218963831867
8.757040739059448,2.536656891495601
8.827507495880127,2.5268817204301075
8.894665718078613,2.5268817204301075
8.962170124053955,2.4535679374389052
9.028591871261597,0.07820136852394917
9.094719171524048,0.06842619745845552
9.162142038345337,1.8621700879765395
9.229644060134888,2.4780058651026393
9.297160387039185,2.4682306940371457
9.366802453994751,2.458455522971652
9.435489892959595,2.463343108504399
9.502933502197266,2.536656891495601
9.57005500793457,2.4682306940371457
9.637400388717651,2.487781036168133
9.704884767532349,2.5024437927663734
9.77243947982788,2.4975562072336266
9.83962082862854,1.7546432062561095
9.906086683273315,0.06842619745845552
9.972501754760742,0.05865102639296188
10.037348508834839,0.039100684261974585
